capital,id_zona,altura_sobre_nivel_del_mar,temperatura_media_anual,precipitacion_anual,profundidad_efectiva_suelo,aptitud
Rioacha,1364,1216,15,3023,89,no apto
Santa Marta,1365,399,34,3481,76,no apto
Villavicencio,1366,1135,16,2158,77,no apto
Pasto,1367,854,38,3407,46,no apto
Cucuta,1368,737,27,2382,40,marginalmente apto
Mocoa,1369,434,29,3455,106,moderadamente apto
Armenia,1370,1176,18,1918,52,marginalmente apto
Pereira,1371,799,24,3263,71,moderadamente apto
San Andres,1372,494,29,3443,104,moderadamente apto
Bucaramanga,1373,411,35,3086,44,no apto
Sincelejo,1374,1214,43,3605,51,no apto
Ibague,1375,469,33,3415,96,no apto
Cali,1376,350,38,1750,79,no apto
Mitu,1377,1046,18,2166,40,marginalmente apto
Puerto Carreno,1378,1240,35,2828,87,no apto
Leticia,1379,413,32,3445,96,marginalmente apto
Medellin,1380,731,29,4026,59,moderadamente apto
Arauca,1381,1140,29,3410,93,moderadamente apto
Barranquilla,1382,750,31,2790,87,marginalmente apto
Cartagena,1383,509,21,3398,16,no apto
Tunja,1384,929,29,2274,87,moderadamente apto
Manizales,1385,1148,23,1830,81,moderadamente apto
Florencia,1386,871,15,2174,46,no apto
Yopal,1387,668,19,3752,86,marginalmente apto
Popayan,1388,1202,41,2475,55,no apto
Valledupar,1389,658,32,2648,70,marginalmente apto
Quibdo,1390,395,41,3861,15,no apto
Monteria,1391,927,41,2232,32,no apto
Bogota,1392,1090,16,2561,97,no apto
Inirida,1393,1298,21,3546,68,moderadamente apto
San Jose del Guaviare,1394,987,43,2928,86,no apto
Neiva,1395,1105,19,2557,78,marginalmente apto
Rioacha,1396,1343,39,2479,97,no apto
Santa Marta,1397,722,37,1170,40,no apto
Villavicencio,1398,632,20,4123,75,marginalmente apto
Pasto,1399,1268,36,3828,65,no apto
Cucuta,1400,1064,29,2779,58,moderadamente apto
Mocoa,1401,363,34,2422,89,no apto
Armenia,1402,419,36,2279,84,no apto
Pereira,1403,1343,24,1303,53,moderadamente apto
San Andres,1404,969,15,3830,94,no apto
Bucaramanga,1405,736,39,3695,28,no apto
Sincelejo,1406,726,28,2213,93,moderadamente apto
Ibague,1407,1197,21,1674,86,moderadamente apto
Cali,1408,397,33,1545,34,no apto
Mitu,1409,1214,44,2301,67,no apto
Puerto Carreno,1410,356,17,3025,108,no apto
Leticia,1411,1129,43,2090,58,no apto
Medellin,1412,642,20,3318,54,marginalmente apto
Arauca,1413,598,41,3213,27,no apto
Barranquilla,1414,552,35,1393,90,no apto
Cartagena,1415,1338,16,2426,55,no apto
Tunja,1416,361,34,2483,38,no apto
Manizales,1417,669,37,2142,41,no apto
Florencia,1418,1172,27,1636,47,marginalmente apto
Yopal,1419,752,31,1857,61,marginalmente apto
Popayan,1420,666,26,2887,48,marginalmente apto
Valledupar,1421,994,38,2333,25,no apto
Quibdo,1422,423,35,4144,78,no apto
Monteria,1423,437,16,1419,106,no apto
Bogota,1424,590,41,2735,92,no apto
Inirida,1425,1324,16,3410,19,no apto
San Jose del Guaviare,1426,960,44,3725,27,no apto
Neiva,1427,939,36,3207,41,no apto
Rioacha,1428,1370,40,2798,94,no apto
Santa Marta,1429,1265,30,2763,23,no apto
Villavicencio,1430,539,21,2225,34,marginalmente apto
Pasto,1431,532,20,3213,51,marginalmente apto
Cucuta,1432,489,21,1707,81,moderadamente apto
Mocoa,1433,1113,43,1736,108,no apto
Armenia,1434,971,39,2418,80,no apto
Pereira,1435,942,27,2984,26,marginalmente apto
San Andres,1436,557,22,2152,93,moderadamente apto
Bucaramanga,1437,798,18,1477,42,marginalmente apto
Sincelejo,1438,527,29,1725,65,moderadamente apto
Ibague,1439,772,37,2935,30,no apto
Cali,1440,1025,24,3042,48,marginalmente apto
Mitu,1441,1081,30,3716,23,no apto
Puerto Carreno,1442,873,31,3916,87,marginalmente apto
Leticia,1443,1078,22,2745,62,moderadamente apto
Medellin,1444,1002,32,2875,97,marginalmente apto
Arauca,1445,952,24,1535,74,moderadamente apto
Barranquilla,1446,812,21,2292,16,no apto
Cartagena,1447,420,42,3696,34,no apto
Tunja,1448,1194,16,1932,81,no apto
Manizales,1449,1076,30,2112,85,moderadamente apto
Florencia,1450,361,23,3949,34,marginalmente apto
Yopal,1451,1183,41,1640,82,no apto
Popayan,1452,1292,24,1753,104,moderadamente apto
Valledupar,1453,891,14,1931,34,no apto
Quibdo,1454,401,39,2403,68,no apto
Monteria,1455,651,32,2914,56,marginalmente apto
Bogota,1456,511,14,2859,29,no apto
Inirida,1457,507,20,3273,15,no apto
San Jose del Guaviare,1458,406,40,4089,90,no apto
Neiva,1459,959,37,1561,54,no apto
Rioacha,1460,1250,34,1262,21,no apto
Santa Marta,1461,949,28,2696,51,moderadamente apto
Villavicencio,1462,524,34,1592,71,no apto
Pasto,1463,551,44,3285,24,no apto
Cucuta,1464,557,17,3499,108,no apto
Mocoa,1465,1285,22,2538,31,marginalmente apto
Armenia,1466,1301,15,2716,91,no apto
Pereira,1467,1370,16,2443,64,no apto
San Andres,1468,471,17,1501,96,no apto
Bucaramanga,1469,861,31,2042,58,marginalmente apto
Sincelejo,1470,359,33,1352,97,no apto
Ibague,1471,812,26,3277,31,marginalmente apto
Cali,1472,821,37,4057,15,no apto
Mitu,1473,544,33,3217,52,no apto
Puerto Carreno,1474,1179,41,3261,98,no apto
Leticia,1475,580,39,3749,40,no apto
Medellin,1476,1077,29,1237,99,moderadamente apto
Arauca,1477,1200,28,2959,21,no apto
Barranquilla,1478,1209,42,3326,19,no apto
Cartagena,1479,873,28,2329,89,moderadamente apto
Tunja,1480,1302,31,3303,17,no apto
Manizales,1481,1050,39,2748,80,no apto
Florencia,1482,1251,26,3155,98,moderadamente apto
Yopal,1483,1011,21,1417,95,moderadamente apto
Popayan,1484,745,34,1380,79,no apto
Valledupar,1485,1388,33,3594,52,no apto
Quibdo,1486,819,18,2533,27,marginalmente apto
Monteria,1487,1159,14,3473,65,no apto
Bogota,1488,919,18,2951,69,marginalmente apto
Inirida,1489,1388,42,3244,57,no apto
San Jose del Guaviare,1490,501,14,1240,32,no apto
Neiva,1491,760,40,3966,52,no apto
Rioacha,1492,796,26,2573,99,moderadamente apto
Santa Marta,1493,1394,38,1863,18,no apto
Villavicencio,1494,1138,15,1990,40,no apto
Pasto,1495,648,37,3251,78,no apto
Cucuta,1496,1115,30,3489,107,moderadamente apto
Mocoa,1497,1334,19,2334,83,marginalmente apto
Armenia,1498,1222,18,3632,44,marginalmente apto
Pereira,1499,381,33,4129,30,no apto
San Andres,1500,570,31,4038,62,marginalmente apto
Bucaramanga,1501,641,29,1515,54,moderadamente apto
Sincelejo,1502,1176,38,3908,106,no apto
Ibague,1503,1321,28,2741,83,moderadamente apto
Cali,1504,1387,17,3687,44,no apto
Mitu,1505,1382,23,1924,76,moderadamente apto
Puerto Carreno,1506,949,30,1463,22,no apto
Leticia,1507,684,44,2548,53,no apto
Medellin,1508,1273,36,2876,30,no apto
Arauca,1509,1026,34,3468,31,no apto
Barranquilla,1510,578,36,2257,24,no apto
Cartagena,1511,803,30,3097,24,no apto
Tunja,1512,510,40,3742,101,no apto
Manizales,1513,942,17,2486,18,no apto
Florencia,1514,411,40,2101,90,no apto
Yopal,1515,670,18,3353,42,marginalmente apto
Popayan,1516,507,17,3172,31,no apto
Valledupar,1517,457,44,3074,74,no apto
Quibdo,1518,1359,27,3592,35,marginalmente apto
Monteria,1519,632,34,1589,23,no apto
Bogota,1520,547,39,3332,89,no apto
Inirida,1521,1066,21,1139,103,moderadamente apto
San Jose del Guaviare,1522,777,16,3112,24,no apto
Neiva,1523,809,41,2927,21,no apto
Rioacha,1524,1312,27,3317,105,sumamente apto
Santa Marta,1525,1376,23,1764,44,marginalmente apto
Villavicencio,1526,947,23,1369,87,moderadamente apto
Pasto,1527,944,18,4116,58,marginalmente apto
Cucuta,1528,1112,16,3979,19,no apto
Mocoa,1529,1135,19,3875,20,no apto
Armenia,1530,710,16,1572,62,no apto
Pereira,1531,1126,37,1684,54,no apto
San Andres,1532,1229,34,3638,93,no apto
Bucaramanga,1533,1390,19,1380,33,marginalmente apto
Sincelejo,1534,1278,38,1969,23,no apto
Ibague,1535,1151,42,1875,38,no apto
Cali,1536,917,25,2657,70,moderadamente apto
Mitu,1537,904,33,2031,37,no apto
Puerto Carreno,1538,600,43,2740,54,no apto
Leticia,1539,1177,33,1416,76,no apto
Medellin,1540,1168,37,2925,40,no apto
Arauca,1541,964,40,2574,37,no apto
Barranquilla,1542,548,39,3501,28,no apto
Cartagena,1543,1231,19,1600,88,marginalmente apto
Tunja,1544,583,29,3228,71,moderadamente apto
Manizales,1545,433,27,3227,43,marginalmente apto
Florencia,1546,1025,35,1398,23,no apto
Yopal,1547,524,28,1926,19,no apto
Popayan,1548,1095,19,1433,22,no apto
Valledupar,1549,1364,37,1361,72,no apto
Quibdo,1550,1032,37,3914,97,no apto
Monteria,1551,1101,37,2675,57,no apto
Bogota,1552,1356,18,3210,77,marginalmente apto
Inirida,1553,1054,15,1731,64,no apto
San Jose del Guaviare,1554,940,18,3247,72,marginalmente apto
Neiva,1555,1229,35,3045,25,no apto
Rioacha,1556,1312,36,2252,86,no apto
Santa Marta,1557,545,26,1183,107,sumamente apto
Villavicencio,1558,1208,34,1552,49,no apto
Pasto,1559,1024,19,3411,74,marginalmente apto
Cucuta,1560,573,43,4193,94,no apto
Mocoa,1561,640,35,1920,47,no apto
Armenia,1562,667,26,3200,28,marginalmente apto
Pereira,1563,1129,38,2574,52,no apto
San Andres,1564,463,28,2079,95,moderadamente apto
Bucaramanga,1565,660,37,2144,104,no apto
Sincelejo,1566,1082,24,2961,62,moderadamente apto
Ibague,1567,690,17,3104,23,no apto
Cali,1568,429,25,2379,88,moderadamente apto
Mitu,1569,912,26,1300,54,moderadamente apto
Puerto Carreno,1570,360,28,1910,88,moderadamente apto
Leticia,1571,1310,21,2321,29,marginalmente apto
Medellin,1572,418,40,4122,50,no apto
Arauca,1573,1331,30,1854,67,moderadamente apto
Barranquilla,1574,733,22,4061,16,no apto
Cartagena,1575,869,16,4179,15,no apto
Tunja,1576,1231,25,1240,71,moderadamente apto
Manizales,1577,1379,19,3928,102,marginalmente apto
Florencia,1578,1340,22,2498,22,no apto
Yopal,1579,915,17,2778,103,no apto
Popayan,1580,1274,24,2801,46,marginalmente apto
Valledupar,1581,1355,14,2149,73,no apto
Quibdo,1582,479,17,1187,88,no apto
Monteria,1583,1365,19,3215,106,marginalmente apto
Bogota,1584,1004,33,3232,23,no apto
Inirida,1585,843,19,1513,40,marginalmente apto
San Jose del Guaviare,1586,466,40,2158,31,no apto
Neiva,1587,1370,27,1801,60,moderadamente apto
Rioacha,1588,685,19,2718,16,no apto
Santa Marta,1589,1052,32,3314,88,marginalmente apto
Villavicencio,1590,1003,20,3336,51,marginalmente apto
Pasto,1591,358,33,1806,73,no apto
Cucuta,1592,1003,25,1219,59,moderadamente apto
Mocoa,1593,1020,35,1196,74,no apto
Armenia,1594,655,42,1139,21,no apto
Pereira,1595,1091,24,3858,102,moderadamente apto
San Andres,1596,620,33,2469,27,no apto
Bucaramanga,1597,522,14,2974,94,no apto
Sincelejo,1598,677,19,2775,71,marginalmente apto
Ibague,1599,644,27,4067,70,moderadamente apto
Cali,1600,1262,30,4119,107,moderadamente apto
Mitu,1601,1014,37,4099,47,no apto
Puerto Carreno,1602,522,42,4146,20,no apto
Leticia,1603,1122,25,1694,68,moderadamente apto
Medellin,1604,998,27,3975,44,marginalmente apto
Arauca,1605,1163,27,2319,33,marginalmente apto
Barranquilla,1606,1262,37,1806,75,no apto
Cartagena,1607,737,18,3522,28,marginalmente apto
Tunja,1608,1313,29,2956,40,marginalmente apto
Manizales,1609,720,36,2190,47,no apto
Florencia,1610,1330,31,2396,104,marginalmente apto
Yopal,1611,560,38,1577,72,no apto
Popayan,1612,803,37,3206,73,no apto
Valledupar,1613,356,36,1716,98,no apto
Quibdo,1614,1297,21,1900,90,moderadamente apto
Monteria,1615,1386,25,1187,101,sumamente apto
Bogota,1616,467,42,1809,62,no apto
Inirida,1617,685,41,1281,31,no apto
San Jose del Guaviare,1618,1023,26,3087,20,no apto
Neiva,1619,721,19,3059,28,marginalmente apto
Rioacha,1620,380,43,1553,49,no apto
Santa Marta,1621,911,34,3382,46,no apto
Villavicencio,1622,531,28,1158,60,moderadamente apto
Pasto,1623,656,20,3968,57,marginalmente apto
Cucuta,1624,1105,30,2483,36,marginalmente apto
Mocoa,1625,1345,37,1942,51,no apto
Armenia,1626,1249,24,2255,67,moderadamente apto
Pereira,1627,839,39,1600,77,no apto
San Andres,1628,935,39,3932,44,no apto
Bucaramanga,1629,440,17,1546,97,no apto
Sincelejo,1630,969,18,2662,100,marginalmente apto
Ibague,1631,674,27,3256,37,marginalmente apto
Cali,1632,659,20,2450,26,marginalmente apto
Mitu,1633,452,29,2877,75,moderadamente apto
Puerto Carreno,1634,390,19,2231,84,marginalmente apto
Leticia,1635,874,20,4041,40,marginalmente apto
Medellin,1636,615,20,3381,25,marginalmente apto
Arauca,1637,1282,26,1746,86,moderadamente apto
Barranquilla,1638,656,27,1599,40,marginalmente apto
Cartagena,1639,358,15,1221,76,no apto
Tunja,1640,1191,34,1250,57,no apto
Manizales,1641,1288,39,4064,61,no apto
Florencia,1642,433,34,2380,104,no apto
Yopal,1643,561,16,1863,104,no apto
Popayan,1644,1008,40,2742,17,no apto
Valledupar,1645,1262,35,3779,56,no apto
Quibdo,1646,768,32,3438,103,marginalmente apto
Monteria,1647,832,25,2737,51,moderadamente apto
Bogota,1648,684,23,1976,60,moderadamente apto
Inirida,1649,1058,14,3812,25,no apto
San Jose del Guaviare,1650,1145,16,3528,106,no apto
Neiva,1651,1314,42,1873,102,no apto
Rioacha,1652,1091,40,2718,74,no apto
Santa Marta,1653,809,23,3311,52,moderadamente apto
Villavicencio,1654,548,43,1187,98,no apto
Pasto,1655,693,35,3286,60,no apto
Cucuta,1656,898,42,1178,20,no apto
Mocoa,1657,628,27,1378,90,moderadamente apto
Armenia,1658,627,35,1875,71,no apto
Pereira,1659,607,37,2886,52,no apto
San Andres,1660,996,41,2921,65,no apto
Bucaramanga,1661,857,28,1927,76,moderadamente apto
Sincelejo,1662,1388,20,4090,56,marginalmente apto
Ibague,1663,638,23,1243,77,moderadamente apto
Cali,1664,1155,33,2370,18,no apto
Mitu,1665,701,42,3013,68,no apto
Puerto Carreno,1666,1268,36,2593,51,no apto
Leticia,1667,1151,42,3673,83,no apto
Medellin,1668,578,44,4005,32,no apto
Arauca,1669,1192,18,2324,109,marginalmente apto
Barranquilla,1670,1182,34,1874,98,no apto
Cartagena,1671,1270,36,1167,72,no apto
Tunja,1672,663,22,3473,68,moderadamente apto
Manizales,1673,1045,22,1876,55,moderadamente apto
Florencia,1674,1074,21,1463,58,moderadamente apto
Yopal,1675,1110,41,1468,57,no apto
Popayan,1676,1289,34,3045,83,no apto
Valledupar,1677,1255,28,3762,86,moderadamente apto
Quibdo,1678,542,22,1988,93,moderadamente apto
Monteria,1679,640,27,2540,75,moderadamente apto
Bogota,1680,811,20,1872,50,marginalmente apto
Inirida,1681,896,40,2039,71,no apto
San Jose del Guaviare,1682,1213,27,3680,78,moderadamente apto
Neiva,1683,485,40,2914,68,no apto
Rioacha,1684,681,23,3302,27,marginalmente apto
Santa Marta,1685,631,27,1442,69,moderadamente apto
Villavicencio,1686,1092,23,2351,65,moderadamente apto
Pasto,1687,394,32,1341,104,marginalmente apto
Cucuta,1688,1114,27,4093,60,moderadamente apto
Mocoa,1689,1119,16,3183,72,no apto
Armenia,1690,1342,41,1916,76,no apto
Pereira,1691,1347,25,2197,32,marginalmente apto
San Andres,1692,599,43,3672,35,no apto
Bucaramanga,1693,891,24,3706,57,moderadamente apto
Sincelejo,1694,1015,39,4059,46,no apto
Ibague,1695,620,40,1502,71,no apto
Cali,1696,951,19,3108,61,marginalmente apto
Mitu,1697,557,18,3643,17,no apto
Puerto Carreno,1698,811,20,2378,53,marginalmente apto
Leticia,1699,778,30,2666,66,moderadamente apto
Medellin,1700,1354,39,3555,51,no apto
Arauca,1701,440,18,2608,109,marginalmente apto
Barranquilla,1702,927,18,1445,53,marginalmente apto
Cartagena,1703,1038,16,2016,32,no apto
Tunja,1704,1141,26,3370,34,marginalmente apto
Manizales,1705,1073,31,1657,67,marginalmente apto
Florencia,1706,1378,14,2474,26,no apto
Yopal,1707,1364,38,3027,97,no apto
Popayan,1708,489,23,4010,83,moderadamente apto
Valledupar,1709,408,20,2395,96,marginalmente apto
Quibdo,1710,462,14,2125,82,no apto
Monteria,1711,839,14,3660,95,no apto
Bogota,1712,1164,36,3248,31,no apto
Inirida,1713,567,16,1772,15,no apto
San Jose del Guaviare,1714,1056,18,2042,71,marginalmente apto
Neiva,1715,1021,38,1585,53,no apto
Rioacha,1716,675,23,3036,45,marginalmente apto
Santa Marta,1717,459,25,3342,99,moderadamente apto
Villavicencio,1718,1185,21,2502,37,marginalmente apto
Pasto,1719,389,24,1394,108,moderadamente apto
Cucuta,1720,763,34,2223,41,no apto
Mocoa,1721,1277,32,3252,103,marginalmente apto
Armenia,1722,883,31,1965,31,marginalmente apto
Pereira,1723,459,23,2059,21,no apto
San Andres,1724,597,34,2098,108,no apto
Bucaramanga,1725,1241,40,2014,54,no apto
Sincelejo,1726,721,18,3566,34,marginalmente apto
Ibague,1727,362,17,3442,63,no apto
Cali,1728,560,22,3827,23,no apto
Mitu,1729,576,23,3720,60,moderadamente apto
Puerto Carreno,1730,357,33,3730,96,no apto
Leticia,1731,898,23,1378,86,moderadamente apto
Medellin,1732,603,21,2796,15,no apto
Arauca,1733,695,41,3788,83,no apto
Barranquilla,1734,1237,37,3212,28,no apto
Cartagena,1735,733,35,1162,82,no apto
Tunja,1736,1348,29,4094,99,moderadamente apto
Manizales,1737,370,29,1926,84,moderadamente apto
Florencia,1738,570,29,1543,37,marginalmente apto
Yopal,1739,1348,22,2184,22,no apto
Popayan,1740,1112,33,3439,43,no apto
Valledupar,1741,993,24,3221,102,moderadamente apto
Quibdo,1742,489,43,1163,18,no apto
Monteria,1743,963,15,1222,76,no apto
Bogota,1744,370,33,3994,27,no apto
Inirida,1745,617,37,1631,16,no apto
San Jose del Guaviare,1746,1381,23,1836,25,marginalmente apto
Neiva,1747,1196,19,1114,104,marginalmente apto
Rioacha,1748,1335,23,2991,36,marginalmente apto
Santa Marta,1749,449,20,3766,53,marginalmente apto
Villavicencio,1750,1282,27,1636,79,moderadamente apto
Pasto,1751,1228,19,2423,20,no apto
Cucuta,1752,679,41,3463,94,no apto
Mocoa,1753,455,26,3923,55,moderadamente apto
Armenia,1754,1082,27,1229,31,marginalmente apto
Pereira,1755,807,20,1399,31,marginalmente apto
San Andres,1756,555,41,2365,42,no apto
Bucaramanga,1757,1189,31,1235,87,marginalmente apto
Sincelejo,1758,1330,26,3168,53,moderadamente apto
Ibague,1759,552,25,1610,37,marginalmente apto
Cali,1760,393,36,3434,86,no apto
Mitu,1761,353,42,2398,60,no apto
Puerto Carreno,1762,816,25,3670,43,marginalmente apto
Leticia,1763,769,41,3899,73,no apto
Medellin,1764,897,31,3346,109,marginalmente apto
Arauca,1765,855,26,2490,22,no apto
Barranquilla,1766,535,17,3684,100,no apto
Cartagena,1767,657,18,2246,50,marginalmente apto
Tunja,1768,1246,37,1729,108,no apto
Manizales,1769,781,25,2960,61,moderadamente apto
Florencia,1770,915,42,2954,67,no apto
Yopal,1771,552,43,2030,71,no apto
Popayan,1772,738,36,3427,76,no apto
Valledupar,1773,373,36,1363,43,no apto
Quibdo,1774,1230,37,1569,99,no apto
Monteria,1775,1058,21,3207,82,moderadamente apto
Bogota,1776,358,25,2437,20,no apto
Inirida,1777,802,22,3121,62,moderadamente apto
San Jose del Guaviare,1778,786,21,3753,23,no apto
Neiva,1779,643,39,2624,91,no apto
Rioacha,1780,1283,20,2668,104,marginalmente apto
Santa Marta,1781,1372,31,4128,104,marginalmente apto
Villavicencio,1782,822,44,2941,90,no apto
Pasto,1783,1392,28,3460,106,sumamente apto
Cucuta,1784,1110,30,1762,104,moderadamente apto
Mocoa,1785,965,15,3431,78,no apto
Armenia,1786,648,28,1351,76,moderadamente apto
Pereira,1787,746,27,3483,103,sumamente apto
San Andres,1788,507,15,2825,77,no apto
Bucaramanga,1789,411,39,2854,58,no apto
Sincelejo,1790,708,40,2188,59,no apto
Ibague,1791,711,19,2886,17,no apto
Cali,1792,856,29,3451,61,moderadamente apto
Mitu,1793,1375,28,1483,59,moderadamente apto
Puerto Carreno,1794,563,38,1305,27,no apto
Leticia,1795,474,34,2888,79,no apto
Medellin,1796,465,27,3319,54,moderadamente apto
Arauca,1797,1378,27,1504,77,moderadamente apto
Barranquilla,1798,1098,18,1894,54,marginalmente apto
Cartagena,1799,844,37,1534,92,no apto
Tunja,1800,1172,23,2986,36,marginalmente apto
Manizales,1801,1200,27,2901,88,moderadamente apto
Florencia,1802,1296,44,2166,57,no apto
Yopal,1803,1182,18,1883,43,marginalmente apto
Popayan,1804,1328,31,1637,104,marginalmente apto
Valledupar,1805,444,16,2622,91,no apto
Quibdo,1806,909,37,3970,93,no apto
Monteria,1807,786,29,2735,89,moderadamente apto
Bogota,1808,1027,24,1611,26,marginalmente apto
Inirida,1809,506,17,2275,25,no apto
San Jose del Guaviare,1810,671,33,2443,65,no apto
Neiva,1811,637,23,1677,23,no apto
Rioacha,1812,1094,29,3485,56,moderadamente apto
Santa Marta,1813,452,42,1243,100,no apto
Villavicencio,1814,476,40,3277,27,no apto
Pasto,1815,449,22,2477,80,moderadamente apto
Cucuta,1816,1280,30,1714,77,moderadamente apto
Mocoa,1817,1326,32,1621,59,marginalmente apto
Armenia,1818,665,27,1902,109,sumamente apto
Pereira,1819,1249,18,2471,108,marginalmente apto
San Andres,1820,753,30,2530,47,marginalmente apto
Bucaramanga,1821,1341,44,1221,105,no apto
Sincelejo,1822,866,29,4135,55,moderadamente apto
Ibague,1823,947,40,2517,82,no apto
Cali,1824,972,15,2339,109,no apto
Mitu,1825,758,39,1398,103,no apto
Puerto Carreno,1826,561,31,3870,83,marginalmente apto
Leticia,1827,507,37,3860,55,no apto
Medellin,1828,920,27,2077,85,moderadamente apto
Arauca,1829,495,42,3272,26,no apto
Barranquilla,1830,1335,24,1765,74,moderadamente apto
Cartagena,1831,628,37,3012,46,no apto
Tunja,1832,1230,15,3301,18,no apto
Manizales,1833,383,23,2272,41,marginalmente apto
Florencia,1834,430,31,3594,88,marginalmente apto
Yopal,1835,706,18,1690,81,marginalmente apto
Popayan,1836,630,34,2624,71,no apto
Valledupar,1837,501,19,3358,42,marginalmente apto
Quibdo,1838,1091,30,2748,35,marginalmente apto
Monteria,1839,430,16,3893,70,no apto
